text,label
"The Supreme Leader of North Korea, Kim Jung Un, is seriously ill.",1
"Beto O’Rourke said, ""If I could throw two kinds of people in the garbage it would be the elderly and wounded veterans. When a tool breaks, you don’t fix it; you throw it in the damn trash.""",1
If the Vice President of the United States thinks that Robert Bork was an outstanding appointment (Cheers and Applause),0
"Our health-care system is the envy of the world because we believe in making sure that the decisions are made by doctors and patients, not by officials in the nation's capital.",0
New Coronavirus antibody tests by Swiss pharmaceutical company Roche are 100% accurate.,1
"In other states, we've done it.",1
"'Cause I'm going to bring rates down across the board for everybody, but I'm going to limit deductions and exemptions and credits, particularly for people at the high end, because I am not going to have people at the high end pay less than they're paying now.",0
That's where the problem is and I hope there'll be some corrective action taken so we can get some new leadership in the Congress of the United States.,0
It's a tool that law enforcement now uses to be able to talk between each other.,0
Number two is to cut spending.,0
Do you really think that 8 million Americans being out of work and the 50% unemployment among the youth of our country are acceptable?,1
He voted to increase taxes 98 times and to bust the budget 277 times.,1
The administration did not deal with it.,1
Thomas Jefferson third president of the United States said hemp is of first necessity to the wealth and protection of the country.,1
And it is going to be operating at surpluses and I don't want the liberal Democratic Congress to spend out of that Social Security Trust Fund or go and take the money out for some other purpose.,0
"As a matter fact, in - sin- since the late sixties when Mr. Nixon took office, we've had a reduction in uh - in the percentage of taxes paid by corporations from 30 percent down to about 20 percent.",1
It's going to destabilize the Middle East.,0
President Trump “immediately discontinued” an aid program to Central America which is the cause of surging immigration across the U.S.-Mexico border.,1
Go home and look in the mirror.,0
"I think our relationships with China are important and I don't want to isolate China, but I think it is a mistake for us to do what this Administration did when all those kids went out there carrying the Statue of Liberty in Tiananmen Square.",0
The Supreme Court of the United States issued an order to remove Rep. Ilhan Omar from Congress,1
In 2019 some nurses starting their career got a pay rise of over 15%,1
"Cory Booker has accepted over $400,000 from the pharmaceutical industry during his political career.",1
"U-2 flight in May just before the conference was a mistake in timing because of the hazards involved, if the summit conference had any hope for success.",0
"In that spirit, I want to leave you today with five ideas that I think will help give every Connecticut student access to a great education.",1
And you know why he gets that count?,0
"And finally, whether or not there was an exit strategy.",0
